Company,Job Title,Location,Actively Recruiting Indicator,LI Job Post URL
Amazon,DevOps Engineer,"Bengaluru, Karnataka, India",1 connection works here,https://www.linkedin.com/jobs/view/3815680244/?eBP=CwEAAAGN_re9PYWyJdX8iz1L1davRIrGUrk3p2a_4OOxl6B2rbj0hpwfA-ZqyORftH2f9STzCGtzXKsc9eaoDhuMy2iYS0ZoWAG-zWwoJoVJsSRr2FKfABguf4aDyu5veFziXyAiv8WQGYei7AfGEdymmZz2fIbqS5iDTXw3n0_rcERkF0C4KNs6YpmaRIU1osqYrN0zoLbwIN1xOZVPR9Wlx10FS5oTdcWM7iPa6nOz_CG53tVCPHArThK5O89kk94LxcoIrBXSv0epxIVmpigK2Rjsc4meksyTalNabYq6yhNmX6ALVXoqNp_V1jIvhzL3xjc7_lm-5LSltdiAA84Ng41dLSbwKzSI4zyfXX8hW9Z_xuBpp94RnBJtytG4i3ti_OBBR38PPjeDcnwwFxX8RMA&refId=q2guxGIcFfj4zwvCeIouAw%3D%3D&trackingId=M6npM3TaAicElIG1XsZBVA%3D%3D&trk=flagship3_search_srp_jobs
Alyke,DevOps Engineer,"Noida, Uttar Pradesh, India (On-site)",,https://www.linkedin.com/jobs/view/3636165170/?eBP=CwEAAAGN_re9Pat4SgxlQPmTR35ovHuivOVVchvaWn8XgvDYawUAv94b3vMdjJZbMtUJ-MF3wmu8CKa3hx6v-Gbxx10hPjJ9LxPtUtwZwc7ZP03GvDYn_YnYb6ggxQTVgpWB1sbOznGRL6OQ7WLcskS-HuEYkVkPtD14HcqFT4-_PaKnckMI5eP_vNh-Smb_Bzv4b_eM5vfPxwzjTsWXDbkBqGNCU7Erk6gM4P_PJJKhbOSvIV1LsImnh70yIyXs8obKX_sY9bXzzx2pbZLu7EyyFSHaULSbKg_xuZcN--8mhT_Zkh1aUoosIarb4TzqH5cvoz3ykHUXEUKTOWJj7F-wipM8MsEJa5pnkyfNokEtO4Nark9AGPIXCyPJOF8FgwsM6zkM-ZW9FIhMjhMMlck6oQNgrkTkYZrYQyQ1DCPvOEqL5mIPfCpNJu-THWM&refId=q2guxGIcFfj4zwvCeIouAw%3D%3D&trackingId=VEOJvNrcoNLKQU8dxAIJ0A%3D%3D&trk=flagship3_search_srp_jobs
Capgemini,DevOps Engineer,"Bengaluru, Karnataka, India (Hybrid)",2 connections work here,https://www.linkedin.com/jobs/view/3823191378/?eBP=CwEAAAGN_re9Pbvrk5PQIkS4d3Zt7qXflMOJJA4Jf4SaS-uxAFZkV_UlDbPXGhgdZIC2zQluW2s3kyM1PbXu1arOG5tB2Y2au0-QxL-xg5W6fTd39zNzYhdTg5BibEBz-a3hepYP-uTFTAliDyD2mVi5S2UqT7bg90mRfMwOFOGEAYpvq-xQqoBzouE0EcnO_CXZg04FEE1B7id1kwoAXjfO1ylrezYjNOx7uGsuPaF33mCUlzHZvqSiMIoMryaeLQQ6pBkAkhgNQbap39O7knoO-SD3AzpW-G1ACqoe6jJ1GfhzbD7lXvPbhM1RnBmE-drT5cFurxcfqlqeUr2yJN1XmKkSVBmvwbqbmQpleMdEzmxqrDz0qIYdw000zCvZkqI1ArDTjqUxxT2huKBROnXg6LWDDPel&refId=q2guxGIcFfj4zwvCeIouAw%3D%3D&trackingId=4%2BHabOvwnerRqsgIU4eQiQ%3D%3D&trk=flagship3_search_srp_jobs
Intertrust Group,DevOps Engineer,"Bengaluru, Karnataka, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3822751790/?eBP=CwEAAAGN_re9PYIujWJ4ykozPhg-r9tWfEO0m7G3bJIFOevxUkElYJykeA1_tp0xeGeAGeQCKPYckU1sUnUNEjZGiaf2ApGfHQpu9tJq81JJH-O-VomrsRhRUYCtxKxFtAszliPdSD4dUHhu3jwd1_dhMnXNC1L6porNQsG4S6nWrmaGsXOo_8jYJnUA_Qb2pAqB_meFES70NV0Q8jArLTUP_yYt727o1PkoXKLDXT0wt9OYr4KrFpVRTelCi4C5cHmgAAxkr54kh2717qMLRvGEwcz6iy2IIsNYJYuu90vgwBiiGsKwse3Y4XUxHCrIIjA9FH_TQlr4c6Gha8ab1WFiC_eGPgThWCeQQBbtjm-Ddt_s2ShAsvv-_OhNxV088V5n2PBpCslMfp2YpHBX0YkPyaXCL2vr3jU&refId=q2guxGIcFfj4zwvCeIouAw%3D%3D&trackingId=%2FQu5dzzUJtXJhixXQaNOaw%3D%3D&trk=flagship3_search_srp_jobs
Zigsaw,Web Designer Plan,"Patna, Bihar, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3815688809/?eBP=CwEAAAGN_rgCzQRp8rMLlkyFbo2aJKRaZic08WbcW5GDcKid5IbpC1-KzJeuwtCnrP9VU2UtD_QTCeL791TvZ03v6CZzNT0k781VFNZ5K1pd9NAWdl8TJLhyHBKltmrpUIkfkpN9vKTVvtSPkCAL6Hthiog6_cEbpkVuFE_HxublTCz_T1hSaFxPn-arjk1B0OXi-uP7E8QPYxq5hc3wX7o1AeoH1JRTI9W7ET1UhgWzbz_dBTBs-6nxPADJcDRIrgrfwJ90Qw5NhA9aAYqklCi89NXacEFbmLjiD4Zxvgsou5XwNOzLnJzxmNfTlfIfbbCC3u7OyicLFwXoQewE74B0v2-_WCG_8ptSFeAEjRD_FFUk1CkyqaBSDgLD_5lHYZkImeuc0cwNtBeAN6g1zMUUQCfgoIqe&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=%2FMe7W0jxkb6Dr527QhstvQ%3D%3D&trk=flagship3_search_srp_jobs
Swastik Infotech Services,Web Design,"Kolkata, West Bengal, India (On-site)",,https://www.linkedin.com/jobs/view/3830344765/?eBP=CwEAAAGN_rgCzTEpNVTmXE3uFqHvTWgZ6bDJZJWoZbaztFgu-l5Aku0PCDYt0g_XfwbRe8TqfPGCOuNZlSLBuqboZs5UhFPxM6g0MY8LkTShlQnqpF_zCkJQz7nfX59eM6K8gc6jPD3dZEUxnEgI0d4udRh6LnizWCTfWhZTlL3cPlVIMcby-_MVbMuq-Tio89edDymctFbUyjgI3Y5Gzd6dIDMWKJPqsuKsWlrbn4Ipf-8GEQFgYy49arj_GnuIGIlKJvah0WSiUnkdcZQcL-uasxk2TkNXcafP74VkAs1CfOF16kGOmBDbG7s_hhCoBSLMX7-KWR7SAMpIwWaLJK34rbH3Ks8UjmNO7RDJEM7TysnKmk84s_ea9igeJlwAtzOsJbyuw0k0lFTkkXC2sft6q3zr1l1XOFV463fIGqLWP4kuKgzcI4D9zAwWKFI&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=VPwle2iw4Y%2FrguNBBxy3iQ%3D%3D&trk=flagship3_search_srp_jobs
Videojet Technologies,Web Design,Mumbai Metropolitan Region (Hybrid),Actively recruiting,https://www.linkedin.com/jobs/view/3839530657/?eBP=CwEAAAGN_rgCzVSOMc8Ew-bMUAx18ENNfyS7cAnfm-qz3h13CObvoHiRvDQ4Ywhjv9KprJIwnmM24tGtXqKm1Hmus35fprAeH8dY0qN0RmpisoUZU5ACsNiki7OEPK85vLPONvF5BsDgegXIj5yiknckLfCynpsVYciOB4za5Qa8dbpQ5FejRfZsy08Q0MPfYFf7u5NjTWPYzYrVuSuzKVLNYKEOMVOB05y9a8M01I6ohSjRTuQ99dpTKhuLKowlVAvKXDUfjYN843jYgNWwlFDRVzBKuEHO9dspzmsPWhzCzXRl4hYElcepzGDcbfvde2qmcHnTyqZIkNL4qc94tyNeWvyQngEUkj4PzxkRLPCqlr4o0AU4gusiq16D-w99VFObABAjSVD5xyHQlSAG6Z5YDHNFuKIX80uqrw&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=ImqnL7SY9HgN7c%2FWJaZOGg%3D%3D&trk=flagship3_search_srp_jobs
Think Little Big Design,Web Design,India (Remote),,https://www.linkedin.com/jobs/view/3828588564/?eBP=CwEAAAGN_rgCzYwQB7HIGqs1ZYXhuK66XZIKfXUPIoUHZU0-IIBuMm4DUFRsbNV1pAc3-x6ghWO4wfpjfpv7U8zsbFGfoVci0ZWSQnUDsNB09QDb5pFhxwAbyMdOdcyt__1pwOd0FyI8HHkGhjR2NxFtpexsqBtf701qVPK_8S3vYk7Eurfaa_LjyZ_MHS15EqUeDktHHuu7liB0bnQN_Gp9ZFQvmrmMkKohtzUftpN4eUN6_8YcFqnFWYVOKWvNXkq9lPbKqWmVMlf3DbQV7c3Wk_uE25RAU2dfKVMZZ2yKiXwYfETJewkcLxj8VKroNY5kT0rTOH5i8O-73gyHxtNiiGx6YvRtQNSWB66iExJ3v0EIcgNJ9z8KpxDu-vGpx9Iie_I0JOKiaB_on0nF6eGwaw9Pgy35Hn5zvPKIOFn854jhJWWVZFPzV6aEaCkb&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=Xv45ylyDxXLsnSLB56QEfA%3D%3D&trk=flagship3_search_srp_jobs
Agilebydefault,Web Design,India (Remote),,https://www.linkedin.com/jobs/view/3838261759/?eBP=CwEAAAGN_rgCzSDr7EgoRT2mHETt-XBKvclP_PlH58S_h9mKitI_o1y3-gadpWdI47duKsjf1enhlPgsVj4nEv98ZVHFh6YFXvqAeeFRJgIUa1RAx21_9i0u1Rq7apHyn4dGn99ew9wcfnqaeSffyuWikSUVKZA1ORJQsmz64UTRDRRUFBNiPmM-hbNok--2CD-il0xbOGke1zWsDLsq7GImXd_ty5FqqJP5QQ2vcbqbbEmnft6MwgPoY36pq70j2lOf4UV_CNa5ff7-O8XHjcgxJccVGrudEiQBep9gZ4ppPr2QTwcL1220VKLb8HDCbwb4fRZSIVvb4tMLqvOku7mJ8ihkEAqNaxLxTzdj49Prh_jsEBsinTmRi2ATtNWGrLKITV4JgKFOwTX1oMAHto1kgqOqpB_99VOYur1tK9x2-PSSvX9biCoISszy78NF&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=4F0mNf%2B9yIh1BWYw7fV2dw%3D%3D&trk=flagship3_search_srp_jobs
Atyeti Inc,Web Design,"Pune, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3837425488/?eBP=CwEAAAGN_rgCzdAhXwiRJpRI8KCgoIdCnzTvt9K--HaTE5R-ulnanyq751mgXsBsoYP4dY9q8c0z0Akz8JBob2BapS_PYsYK8uWRb6LCjH_Pku4kGIhTVQyr2NWl1XDFhIGgXYwCOfn8Z_oS1ic7oIzSG2-FZ2pzN1-DF2Vg6BUxA6tDYgr-K8dwqy2w2nGKA3L4WgXqXEA63HEzIsk_oieJZtT5M_DrKNZnl3RfOYnJIIAeVn8Cj0JcJC7Ki0wooRw4R-A31UzNyvWJdYPmzR2Y0ADOD_yFRi4cs3O3TGFaj3g4HlUNZZ01WXsHV4Rg6s9vTPFTRYzXmgFEHpaIxriR6KNMfhbz7yqVl9Z-eNRwDiceXnXxYq_b1nP-QrcUBzpH3faV-ei_7aV0LXpdc9V--kBXxTF2NEQlAA&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=oywM8CwVNL8Ul4CpeFNsyw%3D%3D&trk=flagship3_search_srp_jobs
M.A. Exports,Web Designer,"Agra, Uttar Pradesh, India (On-site)",,https://www.linkedin.com/jobs/view/3833884846/?eBP=CwEAAAGN_rgCzVJ4JhaOXBHY32O9r5boxFR8x0YH41-VvtZZrLrmoe5plPG1Pi5Lz_zy3xBA-1tzLrFFMWrh8na36h1M-RZ3IP2L5NdT_cuavIz8xPgCjFWdofWrtET6iXAy_6iHeSu_XT9aFmhnFeixXzPH26-EQn1indLGyeepNXhUYOyPB2iBuFAiX-MzcXVV0m1IVLPMCCmuue1A5S5Zn4xjaDUOf8Ec3uUYW-rLNtKnhqtdJb4QU2BDt6CS1NhaG2DVAhOkaGLtyQvNy9Ix6_kFcG2Ff0yNMq0zFn6RrSyKRgn2ZNm0iV4fK8mkvyVVfZ5Jq6GdqYWuqwre5zj8ITbY9iW14k12B1uvpYStEGBuS0wtK-bDESRLLupuNTDKaJgkpSHvgR74p28CgIoD3r-oAGpTjWxCVvXZpLBMNOniAEPZ-nJXFkWVJkY1UQ&refId=NFtd2vHzOjvOQFk%2Ba0rfhQ%3D%3D&trackingId=UkBkD2M9SJXBVtzhdZLh%2FQ%3D%3D&trk=flagship3_search_srp_jobs
Tata Consultancy Services,Data Science ,"Hyderabad, Telangana, India (On-site)",9 connections work here,https://www.linkedin.com/jobs/view/3817252433/?eBP=CwEAAAGN_rgdR1K8EBsuHf647KOpgf-NOYzcxeUZSR2G6m_idWTgDVWsSDFJXzaxAi6BQP6iIC5R1vv5oLvXYCd17lxNkmvy0OBB32Oa2QNTmFoLc2cpTX4xFaGISV_Kiq6oLw0G4Ot3S899Ob3pt3nRAJ9Pd_jjXPfK8tVwNuPLEopiGId5udQjXZXaKuEteevyUVzO7duvVvm7Gu5ll9x2WH3H_s0sdKXLwUyl-DMK-u6ikCuK3L8yKsQ1k85ZDBMNRHcXXLXkJSZ-dQ7YswQnt_E0Yz4pNWXa-LfX6OH1EOL6Yhs4zEpxU4yoJLS5DEPAOo_hAOVBuIiW4YzwZLB5X757DhFxcGjEwWbgTqRtKqwz1jaxu0Ww_QrsBHzJZJPMv9pUQ62qSoBxLonZy79z2qEJih12FBvvPb_8&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=mzAfQsP%2BIVXwpcZrFxFqfg%3D%3D&trk=flagship3_search_srp_jobs
GyanSys Inc.,Data Science ,India (Remote),1 school alum works here,https://www.linkedin.com/jobs/view/3836354773/?eBP=CwEAAAGN_rgdR1hpR71XRICZpVVZnsXW9SP8fbnFrJzExv_4RmSeMPd9tweeHZpzatxa6ZTjY5BMoyschCKg7n73TGz7VT51OcGb9U9o04F9obyDZ_90V53-R0OrgYe_oL5uqTkMLui1YWnXHS-Of5j--dQQDozejCxScUlo1hWdtH0khZiozyE-WGk7idrJKB7X8G3seNSRl5Vx1HdimBG-UqTlN7nOlFe4BLZmdEtPMLw5Tl4BOkYspu5NR_V6xczQ8oRlk96x6e_DHmKPdOxYWeMw3s51vNSjokONGW8d-KpVb0FwU9n_FB7xHUQjyslPJ4bAuLDUhD2xCdgI8IM9Yd4KuUWyXL3C6q8snJEPFFguFAMW1XhEpkVnwW7A9hP1d8K87j-hrCePfTiYAVozA0IlMIFcFGCPScr5&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=0Crn3Ty7EC1%2Fr1H2ulj0Gw%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,Python Devloper,"Andhra Pradesh, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3798991027/?eBP=CwEAAAGN_rgdR419k-4RA6g7HQ-ky63d4zc1Ygksumq51-YFhyHzoYzkVA501i4axi88V5sARmObtlNyoJFo4_vyijp16mCygNlS4VG5ZtYRmB_8kQOg1QpkmEJ0OvI-e0XAOYKxlX9pcc8fF7NzE0YVDmlH64p8_hCdlpmh240zg0pEpK0XcfktaAPc_eb4ztYqQM290Y4Lmlltx73cZb8OWcRi1MbCr8oT4_Jg6eLozuzlhJB2f8XEABOZ8NNMeOq_UgQ9gMZwPqfZwTtwip1TASHe0mtqYu6RsrXDt4aOijykbSs6lT56iMKWquYNm6sBPndnuvGpQWZ5ktQWV6YRmKIKI7yLKoXO7o4Fe1DZQQySsim_LUnKAmaEfloBdZ2Bl-ArbZRyHD4eEy1wC04JULamWs8dirBhEg&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=zOSVEVrQSwix0uqgSbHB0A%3D%3D&trk=flagship3_search_srp_jobs
Revature,Hadoop,"Hyderabad, Telangana, India (Hybrid)",Actively recruiting,https://www.linkedin.com/jobs/view/3819925439/?eBP=CwEAAAGN_rgdR5sMcL-HmUhQv5icTHdElakKeIMMSr3Y3NOx8QNsnBRPknkkor8GGmEEcbADEnWcTN4RILgpMqhbmnrTupjQN9iYvRXD5uSdTJRyH0cIqILckfD9-ef-TtypQMLCWdBMDIbHLEZGRUa_XfR5dcTJ35-e4Do-WQiETyMyQ0_oCn0DbfkKrLjspPXNEzszf_Cu8g6BvQ8UI4e93Ne6PMtogWdZOtlMSgGYj9kiSGg--PkC2yzl1OY4rGpJWZnRbPIVRgj0AF1aIts93MFCB0nhH3dLwBLF-vNa7Ri5vT3vCsj7Tr760LgYosWAKKlNFBnTUQpdHWsMzj1KeRlK6B4pv-D3BDcbVOMhxy4MtLUOHNXCYwkafIWKvYEDraYlx8ZPn4YSNYj5roAZ_RPxsYjisd7-dOvN&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=0H%2FN5rOJsauAQSHvut27yg%3D%3D&trk=flagship3_search_srp_jobs
Pontoon Solutions,Data Science ,India (Remote),Actively recruiting,https://www.linkedin.com/jobs/view/3800538896/?eBP=CwEAAAGN_rgdR9x3QqtELOAlKnGD9eZ6shsDR6Pl8ZuMzwM5ZekK4HeVlEs475Fss_UQ1JRT_l4ob7JtJAqObS8zTczjVQ6XuQF2dDM1YLcxY7a-Hwk6pkXOnG-AUfIZFRIc9VvtF8BU_Sbe62sr3DtH7eld-Tx9dAJzi5bRyZC6nmCWjoMSyPMTYjBTi0pgzlxPNEfv58BYyHodY2cimk1bX937F-3FLywoFTYoL0SLZsStQu_HnOqRSl6ijcaOslALDN83JpjcPyC4WF4CoFHsZXzy_h9yOpS9tpYJ6sM1QXRz6wRH3IUxTta-CGhyJAQdJAEyJWVJvrxdIvJJt3Es4-MdCEj3_4l73f1fc-B-giYfBF09XgdWR9_6o8jV_eGvw3Lok7FiyWIJ0xwQFqXNNmuJnWqXjE15yRAH&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=N%2F2SLJh%2BAjVIapwWLGQYSA%3D%3D&trk=flagship3_search_srp_jobs
Wipro,AWS EMR,India (Remote),30 school alumni work here,https://www.linkedin.com/jobs/view/3813176135/?eBP=CwEAAAGN_rgdR7DHGzUMpjPVWZLPfqK-BlysiacXlmhPH0_y5ebiygFCGVu5IPppin6f07c4VNkCJSnjEPpo8woSGFGdsVzgT5gB2GRqKJtI09-T_izX88mcYBM9j4Sz5yapyDJrHOgyxGs3GIpzGAnV_W1rW4QxjIkZ5n1TeDjKiaIvpWUPZVnqdVQPsgjPlPYxGi2kuczxpJ94HAABWBvHpeGRTKCwLBL8yzWhJCrEqJn5HFypV22gs9TNQWMVgfqDVYuXw8T0MXWdDLrfsyEjlanHx1FqxVACjZ2awdD1chAMzC6oc2iF1XZN_dmMZgbhLAxRvtYVx2F17iYfuUPZ_ikdHAcIY5knxkSUq5r6BAbwSvwqzxy0ax3Lj2J9pGxYz8-1n6zkGFJR60-KFcJUEfW_qyQWnn80Fw&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=o7YNfQqN9oDBMW72X8BwHQ%3D%3D&trk=flagship3_search_srp_jobs
Virtusa,Python Developer,"Andhra Pradesh, India (Hybrid)",1 school alum works here,https://www.linkedin.com/jobs/view/3841925808/?eBP=CwEAAAGN_rgdR6JnawzgYq9snFcVwXlZ6tNqKTl1c33nmHT9_VEg03vgqM4_v3rXaNwQTvBRCqqMlNNNmmE6y5yjG-_weOWx7EwgjWsgKSJtvzIMZwlqI6LlEDghlnyqjwFe0r3MOHKh3MN_QRjfmZiongMQNqo5oRJ2NM_aXCvqPSGG-TX2Q73elqQnmOHAC0UOYuspk3Miy3Op0R85wybG1-jDxK1aVCt-_CcOiWjfguoKHQUdZM8prST8PsDHdz9cJ96q_FhK7w0py4lOjJgtn3-m1b9CmzCN2jL7TwtmPgX0pmTzlnx_Y79a9K2tBqKLB45IV1aZVWQKKpwVYNmBX2sHp2-icLjgC_5PAosTvC1Ximd4rWjnjZLmCO0sFFM-PYxzQbSRgjtdLap_ZGWs37VmVdKhV4ygcYl0KrA&refId=IzX%2FoJ3%2BP0LiAb%2BSCnUdjw%3D%3D&trackingId=CLXRgy6U%2B8EwIzooV4STzg%3D%3D&trk=flagship3_search_srp_jobs
CryptoNewsZ,Blockchain,"Mumbai, Maharashtra, India (On-site)",,https://www.linkedin.com/jobs/view/3815222785/?eBP=CwEAAAGN_rhEzwRgN1TCiV4gL4rPrztewC_zkBUXiW1TwXrFzC3oS9tvBoMBtaOLKZXm20nVqB2IPKvZ6T3t9GTeTA6R5RIy2M5wYst2O-P07CcqXzMAzCJjD0J7YNnDeOrVi9PA4LWDrQW18QGcxjyDfcf37l4430JHNGbmyePA91POg3zbIBJDyqWmtoNV9kZAjZMpIRvaTpwr7lOHxdKns-g3lrPhKHYaPyatlttOVWxrdQXsvlCD0vEVfDGIuJHlu4Xd-kCGXlEmaPdXP1fDBDCX6fY0ji8MCGFd6FAM0sSPCWQ_Bz1Ib0w0h0Mitx12f6hMaswtJvM71MUZFflU0R3Z2BmK5qc4STKuVK1yCohKv90g93gRwzFCqx6eIV2j7XF9Kboj-YNyRDp6YBvBUhP51UjMMW8&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=XqPum53sXzaVdQ0MsbILMA%3D%3D&trk=flagship3_search_srp_jobs
CryptoNewsZ,Blockchain,"Bengaluru, Karnataka, India (On-site)",,https://www.linkedin.com/jobs/view/3815242124/?eBP=CwEAAAGN_rhE0FT2C8UH2iFBC1f--CItnEVE7gY9DntgqKOGGKioo1hgjZSIE6dqvvaM9hL5LjthcKe9ra-ghDjHWmu-EhekjxSCQGHwGqj0-u8RcZqzb06_gCBSYI1FEtRdPaeVgCzsLm1cOk4TNYryvxP65WpzX5HEeLEF6qMs7hYTtdKkodV5jrevBtcutY8Ik66KIE2sEaP7DE_Pgq67LkJzQW279yHjOxOZKDcsRnfJdeaa5pvRj5xu99bR-A7z2b9wNARKdv1eeojOvRAAydjEdMzmzI3v7GscgIeabEQCyHA_aa9AgPgGx4Kk_8YyHSbnjnXXxfUN9xvZGl370shMHeNAqWnoCA32VfC2IsqG1S471UgrtZJ6GaD5IwLWd0dYPMAf0HAnLfvs4jxiRgkuv0T3QGU&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=InomYQ45BBPlY0H%2F2iDFkQ%3D%3D&trk=flagship3_search_srp_jobs
CryptoNewsZ,Blockchain,"Gurugram, Haryana, India (On-site)",,https://www.linkedin.com/jobs/view/3815241157/?eBP=CwEAAAGN_rhE0LyZZbPq6O4Ia7AKF2k3NhvnIVwcFCkQO0aY7v05aQja8E2yLjwI9_AWi7-KdARJR0isf2YCSQiLJdCd0QIdhRC9OeknE-83V8aR-_Ga7tnIDpDklu2sCVYS4GzEBGQbL3sIaV43455z-Ww8nlQX80UWP8VKrhagBpMssSyg2m4GTzFUPAPASb3mGEmLOOa7q61kyhN1mTon6APssyyPQnCjWGPRZPCoaZplDXtIRbzXupZTZmUtgQj1HawzeLoRODdS_Yy38H33pXz4sGyPHpZGlmKVrOXWqD7WZr6ByAqbBNawVZAqIrt1v9Fr60XDS4zj92yqvhx2XSQTr4gjkL7OB3-C7OkRtf6PoKVZlr25SEzbAtB9nI9Er77UkjKuehtR2yQx08-4xuLrWBQcylw&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=YI1vOAw5CGFwLdYn98Xa6A%3D%3D&trk=flagship3_search_srp_jobs
Global Blockchain Show,Blockchain,"Gurugram, Haryana, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3815250422/?eBP=CwEAAAGN_rhE0Ey2GLbkVjRNuepUNMrO8AdMRRFqyZ5W3uyokPqC0x7nh_bMDowMPBCwrIDDNbMSAKOKhjXskhvRLrUtXvSyiUdJLnJFB21h5MB3QveerlqB10kEyr6BN3ZvaBE6O0tk7Bh7sU3jIqBZmkpUvMKUcwxWB9j5Ebv7jzuv0JQ_LoPdfGo5sZSQXJPvz8lwSv52JNdZN6T5F2ngY8VAPgYMGglJb9nOLzpNe4kg6GNMxEhEB9EGwZUf5oV3YSVk9MoXEPBeHqAEC0wYSckmtviPeBrtNgy8Mb2rfWaI7Cpwd0Ey4tdqbRVjzFlbuJlJVyM6DDSHFUQ08Y2RFBYUqqOhBb1xDyYmaoqz8QyRObDWS7AO3fSS4DihhlCCbDPAY9pEQ28Cdr-mhue_-_NANw&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=wvUuTOgRBnU645t3U%2F6afg%3D%3D&trk=flagship3_search_srp_jobs
Global AI Show,Blockchain,"Vadodara, Gujarat, India (On-site)",,https://www.linkedin.com/jobs/view/3815249099/?eBP=CwEAAAGN_rhE0BZ9XOrXuD5iBLbrZdCqzX9A89FohcxgZeUrVmb2B5TV7nfXYBNt3bNugdhmGhbDuCJ8LBXYAPiFBqQvwUlaJFNJnXDsRxHFBa0yU2d3uwpDZgrvtd-7ATNdXGSIodyimYdF-r3NnZllo8wZTNYK3pWmgkqNdi2lCSLllfC7VXFEQbDnnmqb1f2UzOKu8ihMaTwT_wGvcmsMlCnc-op8aJrm65FxnGaY7JGWB6HWqySPhW_5YW-xgCPWsFPo-zj6UwOXfgMAKDu7PTn5TawsYBY_crpKeMS1-GWFzyP0CFGZp7pK24VKs4guF8dqV_Rhx3cZpwz6h0WcrGDA8--N2RKSJtJnK3_Xe70Zf7ve91ngXYJhguD8rWTLIdynGKJBZgtyYlW-OipbAcIe4g&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=3a173JMGzEwYxmP70oXxBw%3D%3D&trk=flagship3_search_srp_jobs
Global AI Show,Blockchain,"Bengaluru, Karnataka, India (On-site)",,https://www.linkedin.com/jobs/view/3815241970/?eBP=CwEAAAGN_rhE0AluZL5Hcgrp49hLNSyJortfyM_EGXgTl5F9G3nAad3Pfmhq8RVHTOHKeK_ZXUs-2-fAKsu6sb0mUDc19R5azRi0NgZ0POqqIwukN-4-0GD16F2rvsyl7ebRW9dXXeZz2DgutA5mEuDETyMSo_8oLUGe7NIiY4N0dYwY4Lgr20xP_VnoY2r0FYb7lodWo5VMP7vRGsV4LzNCYSc0jDgmYxIKBh_yG5WjWlGWGMC9NPgXvvoFzHtCV-8H3limKiVNi8sY0N0Q-bLhU-_7QwfAsKGJ3vVF2nmcU8du4P_DTTxlW5VLVLXiVT2nGzlRriafpezxvQduja3Tc1Iwj9bcIoJFd7D5jiCtGntCypr69eiHtb2YZCulBPYKFczg_LCKXDRZgO3aFpulaPnmEg&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=%2B1jyGPwzK5jgJWP1%2F0axpA%3D%3D&trk=flagship3_search_srp_jobs
Global Blockchain Show,Blockchain,"Mumbai, Maharashtra, India (On-site)",Actively recruiting,https://www.linkedin.com/jobs/view/3821005915/?eBP=CwEAAAGN_rhE0JgAVEW7uM7W-VfHtKsHDY7uYrFUMQEzw5rosR4EFVDMResfSXbwdwVDxWCQ4XfO7XcBn0z5y8Km3NimpuTRwh-E2LBklA1RS4Yl_CHzxM-_QePFdAFEbqiJjVHkVRRwKBQDFLkaajFeEYCBQAybWkedNykX-INYFT51p_JQPQjBN21F5ES5k_6lNXJkJKVXCPNeCK74OgPlZXnRvyM38MtonXHolPl3TTCzc5rdkwWn2BwgjZogHhdVTO8uvoI2rckKXG2VRYolGyaliWxxeA_n3A9s2f6o8arunj5lucGpd8clmBMpPjXgxhxTVztLBksEwQNhOAMdNPj7HFLDSHmEFUlBEOfAGqqAaPBhX1v6Hv2b_Wofa0oktlDplsSQ6OskKTROsff_6fBA9urd2Y0&refId=tqQXYkDhUVDAyVtiF%2BZBIw%3D%3D&trackingId=xmRJ3r9OZfyky1HChp9FEg%3D%3D&trk=flagship3_search_srp_jobs
